	filename	determiner	monotonicity	gold_label	replace_target	replace_source	replace_mode	ori_sentence	new_sentence
2255	silver/p27/d0804	and	conjunction	neutral				The chances of success are greater if the business man knows the ropes ,	The chances of success are greater if the business man knows the ropes , and also has more funds at his disposal .
2256	silver/p27/d0843	and	conjunction	entailment				He went up to her and they shook hands .	He went up to her
2257	silver/p27/d0843	and	conjunction	neutral				He went up to her	He went up to her and they shook hands .
2258	silver/p27/d0912	and	conjunction	neutral				Everyone is a moon , and has a dark side which he never shows to anybody .	Everyone is a moon ,
2259	silver/p27/d0912	and	conjunction	entailment				Everyone is a moon ,	Everyone is a moon , and has a dark side which he never shows to anybody .
2260	silver/p27/d0935	and	conjunction	neutral				Two weeks have passed and I have n't seen you .	Two weeks have passed
2261	silver/p27/d0935	and	conjunction	entailment				Two weeks have passed	Two weeks have passed and I have n't seen you .
2262	silver/p27/d1409	and	conjunction	entailment				It 's hard to be a woman . One must think like a man , act like a lady , look like a girl , and work like a horse .	It 's hard to be a woman . One must think like a man , act like a lady , look like a girl ,
2263	silver/p27/d1409	and	conjunction	neutral				It 's hard to be a woman . One must think like a man , act like a lady , look like a girl ,	It 's hard to be a woman . One must think like a man , act like a lady , look like a girl , and work like a horse .
2264	silver/p27/d1481	and	conjunction	entailment				A group of American architects , product designers , engineers and scientists have developed the seven principles of universal design .	A group of American architects , product designers , engineers
2265	silver/p27/d1481	and	conjunction	neutral				A group of American architects , product designers , engineers	A group of American architects , product designers , engineers and scientists have developed the seven principles of universal design .
2266	silver/p27/d1514	and	conjunction	neutral				I 'm fine and I 'm not sick .	I 'm fine
2267	silver/p27/d1514	and	conjunction	entailment				I 'm fine	I 'm fine and I 'm not sick .
2268	silver/p27/d1577	and	conjunction	entailment				They cost just 50 dollars , and I 'll give you two cans of shoe polish free as well .	They cost just 50 dollars ,
2269	silver/p27/d1577	and	conjunction	neutral				They cost just 50 dollars ,	They cost just 50 dollars , and I 'll give you two cans of shoe polish free as well .
2270	silver/p27/d1726	and	conjunction	entailment				Tom bought a newspaper and read it on the train .	Tom bought a newspaper
2271	silver/p27/d1726	and	conjunction	neutral				Tom bought a newspaper	Tom bought a newspaper and read it on the train .
2272	silver/p27/d1732	and	conjunction	neutral				He said that he had left his purse at home and asked me if I could lend him 1,000 yen .	He said that he had left his purse at home
2273	silver/p27/d1732	and	conjunction	entailment				He said that he had left his purse at home	He said that he had left his purse at home and asked me if I could lend him 1,000 yen .
2274	silver/p27/d1770	and	conjunction	entailment				Tom bought a squirrel magnet and put it on the fridge .	Tom bought a squirrel magnet
2275	silver/p27/d1770	and	conjunction	neutral				Tom bought a squirrel magnet	Tom bought a squirrel magnet and put it on the fridge .
2276	silver/p27/d1841	and	conjunction	entailment				There is a fine line between speech that is terse and to the point and speech that is too abrupt .	There is a fine line between speech that is terse
2277	silver/p27/d1841	and	conjunction	neutral				There is a fine line between speech that is terse	There is a fine line between speech that is terse and to the point and speech that is too abrupt .
2278	silver/p27/d1965	and	conjunction	neutral				I like this song ; it 's got a strong beat and you can dance to it .	I like this song ; it 's got a strong beat
2279	silver/p27/d1965	and	conjunction	entailment				I like this song ; it 's got a strong beat	I like this song ; it 's got a strong beat and you can dance to it .
2280	silver/p27/d2040	and	conjunction	neutral				There is no way out of the siege except to take the bull by the horns and let God judge the outcome .	There is no way out of the siege except to take the bull by the horns
2281	silver/p27/d2040	and	conjunction	entailment				There is no way out of the siege except to take the bull by the horns	There is no way out of the siege except to take the bull by the horns and let God judge the outcome .
2282	silver/p27/d2096	and	conjunction	entailment				The sound footing of his book were interviews with more than 500 millionaires and billionaires .	The sound footing of his book were interviews with more than 500 millionaires
2283	silver/p27/d2096	and	conjunction	neutral				The sound footing of his book were interviews with more than 500 millionaires	The sound footing of his book were interviews with more than 500 millionaires and billionaires .
2284	silver/p27/d2100	and	conjunction	entailment				Nagoya is between Tokyo and Osaka .	Nagoya is between Tokyo
2285	silver/p27/d2100	and	conjunction	neutral				Nagoya is between Tokyo	Nagoya is between Tokyo and Osaka .
2286	silver/p27/d2311	and	conjunction	entailment				My five year old daughter always goes to kindergarten happy and full of energy .	My five year old daughter always goes to kindergarten happy
2287	silver/p27/d2311	and	conjunction	neutral				My five year old daughter always goes to kindergarten happy	My five year old daughter always goes to kindergarten happy and full of energy .
2288	silver/p27/d2433	and	conjunction	entailment				In a fit of anger I punched the wall and broke my index finger .	In a fit of anger I punched the wall
2289	silver/p27/d2433	and	conjunction	neutral				In a fit of anger I punched the wall	In a fit of anger I punched the wall and broke my index finger .
2290	silver/p27/d2436	and	conjunction	entailment				Tom likes French and he 's good at it .	Tom likes French
2291	silver/p27/d2436	and	conjunction	neutral				Tom likes French	Tom likes French and he 's good at it .
2292	silver/p27/d2465	and	conjunction	entailment				The alarm went off and a red light started flashing .	The alarm went off
2293	silver/p27/d2465	and	conjunction	neutral				The alarm went off	The alarm went off and a red light started flashing .
2294	silver/p27/d2789	and	conjunction	entailment				I owe Mary some money and must pay her back by next Monday .	I owe Mary some money
2295	silver/p27/d2789	and	conjunction	neutral				I owe Mary some money	I owe Mary some money and must pay her back by next Monday .
2296	silver/p27/d2961	and	conjunction	entailment				It 's a picture of Mary and her long-haired boyfriend .	It 's a picture of Mary
2297	silver/p27/d2961	and	conjunction	neutral				It 's a picture of Mary	It 's a picture of Mary and her long-haired boyfriend .
2298	silver/p27/d3191	and	conjunction	entailment				Heavy fog and rain hindered the search for the missing bushwalkers .	Heavy fog
2299	silver/p27/d3191	and	conjunction	neutral				Heavy fog	Heavy fog and rain hindered the search for the missing bushwalkers .
2300	silver/p27/d3446	and	conjunction	entailment				The book is on sale throughout France , Belgium , French-speaking Switzerland and Quebec .	The book is on sale throughout France , Belgium , French-speaking Switzerland
2301	silver/p27/d3446	and	conjunction	neutral				The book is on sale throughout France , Belgium , French-speaking Switzerland	The book is on sale throughout France , Belgium , French-speaking Switzerland and Quebec .
2302	silver/p28/d0707	and	conjunction	entailment				The Cassini Spacecraft has taken images from July 22 , 2006 that show rivers and lakes present on Saturn 's moon Titan .	The Cassini Spacecraft has taken images from July 22 , 2006 that show rivers
2303	silver/p28/d0707	and	conjunction	neutral				The Cassini Spacecraft has taken images from July 22 , 2006 that show rivers	The Cassini Spacecraft has taken images from July 22 , 2006 that show rivers and lakes present on Saturn 's moon Titan .
2304	silver/p28/d0766	and	conjunction	entailment				PM often entered markets with both cigarettes and food .	PM often entered markets with both cigarettes
2305	silver/p28/d0766	and	conjunction	neutral				PM often entered markets with both cigarettes	PM often entered markets with both cigarettes and food .
2306	silver/p28/d0921	and	conjunction	entailment				Tom told Mary to buy some coffee and cigarettes .	Tom told Mary to buy some coffee
2307	silver/p28/d0921	and	conjunction	neutral				Tom told Mary to buy some coffee	Tom told Mary to buy some coffee and cigarettes .
2308	silver/p28/d1397	and	conjunction	entailment				As a boy I used to lie on my back and look at white clouds .	As a boy I used to lie on my back
2309	silver/p28/d1397	and	conjunction	neutral				As a boy I used to lie on my back	As a boy I used to lie on my back and look at white clouds .
2310	silver/p28/d1410	and	conjunction	entailment				I was young and immature at the time .	I was young
2311	silver/p28/d1410	and	conjunction	neutral				I was young	I was young and immature at the time .
2312	silver/p28/d1524	and	conjunction	neutral				I understand everything now and I regret that Tom is not here with me now .	I understand everything now
2313	silver/p28/d1524	and	conjunction	entailment				I understand everything now	I understand everything now and I regret that Tom is not here with me now .
2314	silver/p28/d1955	and	conjunction	entailment				Tom walked over to Mary and hugged her .	Tom walked over to Mary
2315	silver/p28/d1955	and	conjunction	neutral				Tom walked over to Mary	Tom walked over to Mary and hugged her .
2316	silver/p28/d2236	and	conjunction	entailment				Give Emet and the others a call .	Give Emet
2317	silver/p28/d2236	and	conjunction	neutral				Give Emet	Give Emet and the others a call .
2318	silver/p28/d2371	and	conjunction	entailment				Let 's turn and go back now .	Let 's turn
2319	silver/p28/d2371	and	conjunction	neutral				Let 's turn	Let 's turn and go back now .
2320	silver/p28/d2460	and	conjunction	entailment				All the men were wearing dark suits and white shirts .	All the men were wearing dark suits
2321	silver/p28/d2460	and	conjunction	neutral				All the men were wearing dark suits	All the men were wearing dark suits and white shirts .
2322	silver/p28/d2589	and	conjunction	entailment				Here it is , all in black and white .	Here it is , all in black
2323	silver/p28/d2589	and	conjunction	neutral				Here it is , all in black	Here it is , all in black and white .
2324	silver/p28/d2600	and	conjunction	entailment				I called a guy I know in the FBI and requested help .	I called a guy I know in the FBI
2325	silver/p28/d2600	and	conjunction	neutral				I called a guy I know in the FBI	I called a guy I know in the FBI and requested help .
2326	silver/p28/d2637	and	conjunction	entailment				I tried a piece of cake and it was delicious .	I tried a piece of cake
2327	silver/p28/d2637	and	conjunction	neutral				I tried a piece of cake	I tried a piece of cake and it was delicious .
2328	silver/p28/d2733	and	conjunction	entailment				They named their cats Tom and Jerry .	They named their cats Tom
2329	silver/p28/d2733	and	conjunction	neutral				They named their cats Tom	They named their cats Tom and Jerry .
2330	silver/p28/d2851	and	conjunction	neutral				I asked God for a bike , but I know God does n't work that way . So I stole a bike and asked for forgiveness .	I asked God for a bike , but I know God does n't work that way . So I stole a bike
2331	silver/p28/d2851	and	conjunction	entailment				I asked God for a bike , but I know God does n't work that way . So I stole a bike	I asked God for a bike , but I know God does n't work that way . So I stole a bike and asked for forgiveness .
2332	silver/p28/d2994	and	conjunction	entailment				He seems to me a serious and reliable person .	He seems to me a serious
2333	silver/p28/d2994	and	conjunction	neutral				He seems to me a serious	He seems to me a serious and reliable person .
2334	silver/p28/d3335	and	conjunction	entailment				The first thing that came to my attention was the large sofa . It was covered in sober coloured leather , the seat and the back both looked wide and comfortable .	The first thing that came to my attention was the large sofa . It was covered in sober coloured leather , the seat
2335	silver/p28/d3335	and	conjunction	neutral				The first thing that came to my attention was the large sofa . It was covered in sober coloured leather , the seat	The first thing that came to my attention was the large sofa . It was covered in sober coloured leather , the seat and the back both looked wide and comfortable .
2336	silver/p28/d3393	and	conjunction	entailment				Tom took a pill from the bottle and swallowed it .	Tom took a pill from the bottle
2337	silver/p28/d3393	and	conjunction	neutral				Tom took a pill from the bottle	Tom took a pill from the bottle and swallowed it .
2338	silver/p28/d3463	and	conjunction	entailment				Tom made himself a peanut~butter and jelly sandwich .	Tom made himself a peanut~butter
2339	silver/p28/d3463	and	conjunction	neutral				Tom made himself a peanut~butter	Tom made himself a peanut~butter and jelly sandwich .
2340	silver/p29/d0710	and	conjunction	entailment				A second round of talks between the newly elected Czech and Slovak leaders on the future of the Czechoslovak federation ended in deadlock last night .	A second round of talks between the newly elected Czech
2341	silver/p29/d0710	and	conjunction	neutral				A second round of talks between the newly elected Czech	A second round of talks between the newly elected Czech and Slovak leaders on the future of the Czechoslovak federation ended in deadlock last night .
2342	silver/p29/d0754	and	conjunction	neutral				Fiona North , Ophthalmic~Adviser with the SHSSB added : Eye injuries caused by fireworks are extremely serious and can permanently damage eyesight . I would urge those who are co-ordinating efficient firework displays to use appropriate eye protection .	Fiona North , Ophthalmic~Adviser with the SHSSB added : Eye injuries caused by fireworks are extremely serious
2343	silver/p29/d0754	and	conjunction	entailment				Fiona North , Ophthalmic~Adviser with the SHSSB added : Eye injuries caused by fireworks are extremely serious	Fiona North , Ophthalmic~Adviser with the SHSSB added : Eye injuries caused by fireworks are extremely serious and can permanently damage eyesight . I would urge those who are co-ordinating efficient firework displays to use appropriate eye protection .
2344	silver/p29/d0758	and	conjunction	entailment				Political change in eastern Europe and the removal of trade barriers in the Far East have given the four multinationals-Philip~Morris , BAT Industries , R J Reynolds and Rothmans International-access to big potential new markets .	Political change in eastern Europe
2345	silver/p29/d0758	and	conjunction	neutral				Political change in eastern Europe	Political change in eastern Europe and the removal of trade barriers in the Far East have given the four multinationals-Philip~Morris , BAT Industries , R J Reynolds and Rothmans International-access to big potential new markets .
2346	silver/p29/d0909	and	conjunction	neutral				Productive thinking and creativity are unthinkable without imagination .	Productive thinking
2347	silver/p29/d0909	and	conjunction	entailment				Productive thinking	Productive thinking and creativity are unthinkable without imagination .
2348	silver/p29/d1405	and	conjunction	entailment				Tom picked up his toys and put them in a box .	Tom picked up his toys
2349	silver/p29/d1405	and	conjunction	neutral				Tom picked up his toys	Tom picked up his toys and put them in a box .
2350	silver/p29/d1448	and	conjunction	neutral				Bush loves China and has no intention in making war with it .	Bush loves China
2351	silver/p29/d1448	and	conjunction	entailment				Bush loves China	Bush loves China and has no intention in making war with it .
2352	silver/p29/d1527	and	conjunction	entailment				Today is Tom and Mary 's wedding anniversary .	Today is Tom
2353	silver/p29/d1527	and	conjunction	neutral				Today is Tom	Today is Tom and Mary 's wedding anniversary .
2354	silver/p29/d1534	and	conjunction	entailment				We are busy preparing for our wedding and honeymoon .	We are busy preparing for our wedding
2356	silver/p29/d1610	and	conjunction	entailment				I 've been drunk before and likely will get drunk many more times .	I 've been drunk before
2357	silver/p29/d1610	and	conjunction	neutral				I 've been drunk before	I 've been drunk before and likely will get drunk many more times .
2358	silver/p29/d1674	and	conjunction	entailment				Tom took his shoes and socks off .	Tom took his shoes
2359	silver/p29/d1674	and	conjunction	neutral				Tom took his shoes	Tom took his shoes and socks off .
2360	silver/p29/d1678	and	conjunction	entailment				On my way home , I fell asleep on the train and rode past my station .	On my way home , I fell asleep on the train
2361	silver/p29/d1678	and	conjunction	neutral				On my way home , I fell asleep on the train	On my way home , I fell asleep on the train and rode past my station .
2362	silver/p29/d1723	and	conjunction	entailment				Tom took his glasses off and put the on the bedside table .	Tom took his glasses off
2363	silver/p29/d1723	and	conjunction	neutral				Tom took his glasses off	Tom took his glasses off and put the on the bedside table .
2364	silver/p29/d2060	and	conjunction	entailment				I am at school now and I will stay here until 8~o'clock .	I am at school now
2365	silver/p29/d2060	and	conjunction	neutral				I am at school now	I am at school now and I will stay here until 8~o'clock .
2366	silver/p29/d2078	and	conjunction	entailment				He ate only bread and cakes .	He ate only bread
2367	silver/p29/d2078	and	conjunction	neutral				He ate only bread	He ate only bread and cakes .
2368	silver/p29/d2139	and	conjunction	entailment				Germany is known as a land of poets and philosophers .	Germany is known as a land of poets
2369	silver/p29/d2139	and	conjunction	neutral				Germany is known as a land of poets	Germany is known as a land of poets and philosophers .
2370	silver/p29/d2408	and	conjunction	entailment				Without a doubt the rodent best adapted to living in rivers and marshlands is the beaver .	Without a doubt the rodent best adapted to living in rivers
2371	silver/p29/d2408	and	conjunction	neutral				Without a doubt the rodent best adapted to living in rivers	Without a doubt the rodent best adapted to living in rivers and marshlands is the beaver .
2372	silver/p29/d2641	and	conjunction	entailment				He drove carelessly and had an accident .	He drove carelessly
2373	silver/p29/d2641	and	conjunction	neutral				He drove carelessly	He drove carelessly and had an accident .
2374	silver/p29/d2767	and	conjunction	neutral				At this school , there are no grades and children have no homework .	At this school , there are no grades
2375	silver/p29/d2767	and	conjunction	entailment				At this school , there are no grades	At this school , there are no grades and children have no homework .
2376	silver/p29/d2841	and	conjunction	entailment				They tied Pinocchio 's hands behind his shoulders and slipped the noose around his neck .	They tied Pinocchio 's hands behind his shoulders
2377	silver/p29/d2841	and	conjunction	neutral				They tied Pinocchio 's hands behind his shoulders	They tied Pinocchio 's hands behind his shoulders and slipped the noose around his neck .
2378	silver/p29/d2906	and	conjunction	entailment				Just shut up and get on with your work !	Just shut up
2379	silver/p29/d2906	and	conjunction	neutral				Just shut up	Just shut up and get on with your work !
2380	silver/p29/d2959	and	conjunction	entailment				Tom was really shy and nervous .	Tom was really shy
2381	silver/p29/d2959	and	conjunction	neutral				Tom was really shy	Tom was really shy and nervous .
2382	silver/p29/d2984	and	conjunction	entailment				He likes both music and sports .	He likes both music
2383	silver/p29/d2984	and	conjunction	neutral				He likes both music	He likes both music and sports .
2384	silver/p29/d3144	and	conjunction	entailment				The police found boxes that contained marijuana and other drugs inside the trunk of the car .	The police found boxes that contained marijuana
2385	silver/p29/d3144	and	conjunction	neutral				The police found boxes that contained marijuana	The police found boxes that contained marijuana and other drugs inside the trunk of the car .
2386	silver/p29/d3179	and	conjunction	entailment				Tom reached into his desk drawer and took out a medicine bottle .	Tom reached into his desk drawer
2387	silver/p29/d3179	and	conjunction	neutral				Tom reached into his desk drawer	Tom reached into his desk drawer and took out a medicine bottle .
2388	silver/p29/d3200	and	conjunction	entailment				He is older and wiser now .	He is older
2389	silver/p29/d3200	and	conjunction	neutral				He is older	He is older and wiser now .
2390	silver/p29/d3305	and	conjunction	entailment				Tom drew a gun and shot Mary .	Tom drew a gun
2391	silver/p29/d3305	and	conjunction	neutral				Tom drew a gun	Tom drew a gun and shot Mary .
2392	silver/p29/d3326	and	conjunction	entailment				Tom has been drinking since 2:30 and is already a little drunk .	Tom has been drinking since 2:30
2393	silver/p29/d3326	and	conjunction	neutral				Tom has been drinking since 2:30	Tom has been drinking since 2:30 and is already a little drunk .
2394	silver/p29/d3362	and	conjunction	entailment				You 've blocked me on Facebook , and now you suddenly disappear .	You 've blocked me on Facebook ,
2396	silver/p29/d3426	and	conjunction	entailment				There are more things in Heaven and Earth , Horatio , than are dreamt of in your philosophy .	There are more things in Heaven
2397	silver/p29/d3426	and	conjunction	neutral				There are more things in Heaven	There are more things in Heaven and Earth , Horatio , than are dreamt of in your philosophy .
2398	silver/p29/d3482	and	conjunction	entailment				Korean mental hospitals have been compared to concentration camps . Patients are said to be treated like animals who are subjected to violence and maltreatment rather than therapy .	Korean mental hospitals have been compared to concentration camps . Patients are said to be treated like animals who are subjected to violence
2399	silver/p29/d3482	and	conjunction	neutral				Korean mental hospitals have been compared to concentration camps . Patients are said to be treated like animals who are subjected to violence	Korean mental hospitals have been compared to concentration camps . Patients are said to be treated like animals who are subjected to violence and maltreatment rather than therapy .
2400	silver/p30/d0703	and	conjunction	entailment				In 1956 Accardo won the Geneva~Competition and in 1958 became the first prize winner of the Paganini~Competition in Genoa .	In 1956 Accardo won the Geneva~Competition
2401	silver/p30/d0703	and	conjunction	neutral				In 1956 Accardo won the Geneva~Competition	In 1956 Accardo won the Geneva~Competition and in 1958 became the first prize winner of the Paganini~Competition in Genoa .
2402	silver/p30/d0754	and	conjunction	entailment				"First Canadian and then Dutch peacekeepers were deployed in Srebrenica . Seven~hundred~and~fifty lightly armed UN peace-keepers were responsible for disarming Srebrenica 's Muslim defenders and deterring "" Bosnian Serb attacks against the safe area . Two years later , a Serb flag flew where the UN 's once did and 7,079 Muslim men were missing ."	First Canadian
2403	silver/p30/d0754	and	conjunction	neutral				First Canadian	"First Canadian and then Dutch peacekeepers were deployed in Srebrenica . Seven~hundred~and~fifty lightly armed UN peace-keepers were responsible for disarming Srebrenica 's Muslim defenders and deterring "" Bosnian Serb attacks against the safe area . Two years later , a Serb flag flew where the UN 's once did and 7,079 Muslim men were missing ."
2404	silver/p30/d0759	and	conjunction	entailment				The pills were sold under store brands by Wal-Mart , CVS , Safeway and more than 120 other major retailers , the Food~and~Drug~Administration said .	The pills were sold under store brands by Wal-Mart , CVS , Safeway
2405	silver/p30/d0759	and	conjunction	neutral				The pills were sold under store brands by Wal-Mart , CVS , Safeway	The pills were sold under store brands by Wal-Mart , CVS , Safeway and more than 120 other major retailers , the Food~and~Drug~Administration said .
2406	silver/p30/d0783	and	conjunction	entailment				It was sheer coincidence that Mary and I were on the same train .	It was sheer coincidence that Mary
2407	silver/p30/d0783	and	conjunction	neutral				It was sheer coincidence that Mary	It was sheer coincidence that Mary and I were on the same train .
2408	silver/p30/d0834	and	conjunction	entailment				He has a son and two daughters .	He has a son
2409	silver/p30/d0834	and	conjunction	neutral				He has a son	He has a son and two daughters .
2410	silver/p30/d0861	and	conjunction	entailment				He made a mistake and drank poison .	He made a mistake
2411	silver/p30/d0861	and	conjunction	neutral				He made a mistake	He made a mistake and drank poison .
2412	silver/p30/d0940	and	conjunction	entailment				Since then , they met up every afternoon at the pier , had breakfast together , had dinner , took walks and admired the sea .	Since then , they met up every afternoon at the pier , had breakfast together , had dinner , took walks
2413	silver/p30/d0940	and	conjunction	neutral				Since then , they met up every afternoon at the pier , had breakfast together , had dinner , took walks	Since then , they met up every afternoon at the pier , had breakfast together , had dinner , took walks and admired the sea .
2414	silver/p30/d1472	and	conjunction	entailment				My breathing got faster and I became tense .	My breathing got faster
2415	silver/p30/d1472	and	conjunction	neutral				My breathing got faster	My breathing got faster and I became tense .
2416	silver/p30/d1534	and	conjunction	entailment				"Just say "" Bonjour ! "" and they 'll think that you 're French !"	"Just say "" Bonjour ! """
2417	silver/p30/d1534	and	conjunction	neutral				"Just say "" Bonjour ! """	"Just say "" Bonjour ! "" and they 'll think that you 're French !"
2418	silver/p30/d1535	and	conjunction	entailment				The voices calling for Wulff to resign are getting louder and louder .	The voices calling for Wulff to resign are getting louder
2419	silver/p30/d1535	and	conjunction	neutral				The voices calling for Wulff to resign are getting louder	The voices calling for Wulff to resign are getting louder and louder .
2420	silver/p30/d1547	and	conjunction	entailment				""" Oh Tom , you big , strong man ! Come here and kiss me ! "" "" I 'm sorry ! I 'm married ! """	""" Oh Tom , you big , strong man ! Come here"
2421	silver/p30/d1547	and	conjunction	neutral				""" Oh Tom , you big , strong man ! Come here"	""" Oh Tom , you big , strong man ! Come here and kiss me ! "" "" I 'm sorry ! I 'm married ! """
2422	silver/p30/d1552	and	conjunction	entailment				Mountain fires are thought of causing little harm with the only damage being the burning of trees and shrubs , but actually there 's a hell of a ' hidden character ' .	Mountain fires are thought of causing little harm with the only damage being the burning of trees
2423	silver/p30/d1552	and	conjunction	neutral				Mountain fires are thought of causing little harm with the only damage being the burning of trees	Mountain fires are thought of causing little harm with the only damage being the burning of trees and shrubs , but actually there 's a hell of a ' hidden character ' .
2424	silver/p30/d1643	and	conjunction	entailment				The policeman blew his whistle and gave a sign for the car to stop .	The policeman blew his whistle
2425	silver/p30/d1643	and	conjunction	neutral				The policeman blew his whistle	The policeman blew his whistle and gave a sign for the car to stop .
2426	silver/p30/d1674	and	conjunction	entailment				We are going to invite Jane and Ellen .	We are going to invite Jane
2427	silver/p30/d1674	and	conjunction	neutral				We are going to invite Jane	We are going to invite Jane and Ellen .
2428	silver/p30/d1682	and	conjunction	entailment				The surgeon who operated on Tom is very experienced and highly regarded .	The surgeon who operated on Tom is very experienced
2429	silver/p30/d1682	and	conjunction	neutral				The surgeon who operated on Tom is very experienced	The surgeon who operated on Tom is very experienced and highly regarded .
2430	silver/p30/d1831	and	conjunction	entailment				Christopher~Columbus once met the child in Sentence 47456 and opened his eyes to the world .	Christopher~Columbus once met the child in Sentence 47456
2431	silver/p30/d1831	and	conjunction	neutral				Christopher~Columbus once met the child in Sentence 47456	Christopher~Columbus once met the child in Sentence 47456 and opened his eyes to the world .
2432	silver/p30/d1846	and	conjunction	neutral				Please take off all your clothes except your underpants and bra .	Please take off all your clothes except your underpants
2433	silver/p30/d1846	and	conjunction	entailment				Please take off all your clothes except your underpants	Please take off all your clothes except your underpants and bra .
2434	silver/p30/d1884	and	conjunction	entailment				The store was so crowded that Tom and Mary lost sight of each~other .	The store was so crowded that Tom
2435	silver/p30/d1884	and	conjunction	neutral				The store was so crowded that Tom	The store was so crowded that Tom and Mary lost sight of each~other .
2436	silver/p30/d1952	and	conjunction	neutral				An excellent man : he has no enemies , and none of his friends like him .	An excellent man : he has no enemies ,
2437	silver/p30/d1952	and	conjunction	entailment				An excellent man : he has no enemies ,	An excellent man : he has no enemies , and none of his friends like him .
2438	silver/p30/d2048	and	conjunction	entailment				The other day I stopped at a secondhand bookstore on my way home from school and happened to find a book I had been looking for for a long time .	The other day I stopped at a secondhand bookstore on my way home from school
2439	silver/p30/d2048	and	conjunction	neutral				The other day I stopped at a secondhand bookstore on my way home from school	The other day I stopped at a secondhand bookstore on my way home from school and happened to find a book I had been looking for for a long time .
2440	silver/p30/d2079	and	conjunction	entailment				I 'll ask around and let you know if I find anything out .	I 'll ask around
2441	silver/p30/d2079	and	conjunction	neutral				I 'll ask around	I 'll ask around and let you know if I find anything out .
2442	silver/p30/d2092	and	conjunction	entailment				I saw Tom a few minutes ago and he looked tired .	I saw Tom a few minutes ago
2443	silver/p30/d2092	and	conjunction	neutral				I saw Tom a few minutes ago	I saw Tom a few minutes ago and he looked tired .
2444	silver/p30/d2121	and	conjunction	entailment				Tom sat in the driver 's seat and adjusted the rearview mirror .	Tom sat in the driver 's seat
2445	silver/p30/d2121	and	conjunction	neutral				Tom sat in the driver 's seat	Tom sat in the driver 's seat and adjusted the rearview mirror .
2446	silver/p30/d2254	and	conjunction	entailment				Tom talked to Mary 's neighbors and asked them if they knew where she 'd gone .	Tom talked to Mary 's neighbors
2447	silver/p30/d2254	and	conjunction	neutral				Tom talked to Mary 's neighbors	Tom talked to Mary 's neighbors and asked them if they knew where she 'd gone .
2448	silver/p30/d2301	and	conjunction	entailment				Tom told Mary and her children an interesting story .	Tom told Mary
2449	silver/p30/d2301	and	conjunction	neutral				Tom told Mary	Tom told Mary and her children an interesting story .
2450	silver/p30/d2329	and	conjunction	entailment				Tibetan rug weavers use traditional designs and knotting . Hence their rugs have a simple , natural look .	Tibetan rug weavers use traditional designs
2451	silver/p30/d2329	and	conjunction	neutral				Tibetan rug weavers use traditional designs	Tibetan rug weavers use traditional designs and knotting . Hence their rugs have a simple , natural look .
2452	silver/p30/d2632	and	conjunction	neutral				Australian saltwater crocodiles can grow up to 23 feet long and frequently kill people .	Australian saltwater crocodiles can grow up to 23 feet long
2454	silver/p30/d2644	and	conjunction	entailment				I 'm going to study biology and Spanish .	I 'm going to study biology
2455	silver/p30/d2644	and	conjunction	neutral				I 'm going to study biology	I 'm going to study biology and Spanish .
2456	silver/p30/d2715	and	conjunction	entailment				Tom killed Mary and then killed himself .	Tom killed Mary
2457	silver/p30/d2715	and	conjunction	neutral				Tom killed Mary	Tom killed Mary and then killed himself .
2458	silver/p30/d2782	and	conjunction	entailment				He 's open and trusting .	He 's open
2459	silver/p30/d2782	and	conjunction	neutral				He 's open	He 's open and trusting .
2460	silver/p30/d2858	and	conjunction	entailment				My parents are away on a trip and I 'm alone in our house .	My parents are away on a trip
2461	silver/p30/d2858	and	conjunction	neutral				My parents are away on a trip	My parents are away on a trip and I 'm alone in our house .
2462	silver/p30/d2878	and	conjunction	entailment				I had curry and rice last night .	I had curry
2463	silver/p30/d2878	and	conjunction	neutral				I had curry	I had curry and rice last night .
2464	silver/p30/d2963	and	conjunction	entailment				There 's only one pretty child in the world , and every mother has it .	There 's only one pretty child in the world ,
2465	silver/p30/d2963	and	conjunction	neutral				There 's only one pretty child in the world ,	There 's only one pretty child in the world , and every mother has it .
2466	silver/p30/d2967	and	conjunction	entailment				He dropped the cup and broke it .	He dropped the cup
2467	silver/p30/d2967	and	conjunction	neutral				He dropped the cup	He dropped the cup and broke it .
2468	silver/p30/d3012	and	conjunction	entailment				It has been raining on and off since this morning .	It has been raining on
2469	silver/p30/d3012	and	conjunction	neutral				It has been raining on	It has been raining on and off since this morning .
2470	silver/p30/d3167	and	conjunction	neutral				No one laughed at my little accident and everyone seemed a little sad .	No one laughed at my little accident
2471	silver/p30/d3167	and	conjunction	entailment				No one laughed at my little accident	No one laughed at my little accident and everyone seemed a little sad .
2472	silver/p30/d3263	and	conjunction	entailment				Tom got mad and called Mary names .	Tom got mad
2473	silver/p30/d3263	and	conjunction	neutral				Tom got mad	Tom got mad and called Mary names .
2474	silver/p30/d3443	and	conjunction	neutral				I 've been writing letters all morning . I 've written ten and still have n't finished .	I 've been writing letters all morning . I 've written ten
2475	silver/p30/d3443	and	conjunction	entailment				I 've been writing letters all morning . I 've written ten	I 've been writing letters all morning . I 've written ten and still have n't finished .
2476	silver/p30/d3478	and	conjunction	entailment				Tom wants your answer and he wants it now .	Tom wants your answer
2477	silver/p30/d3478	and	conjunction	neutral				Tom wants your answer	Tom wants your answer and he wants it now .
